Row;Column;L11;a11;b11;L12;a12;b12;L13;a13;b13;L14;a14;b14;L15;a15;b15;L16;a16;b16;L17;a17;b17;L18;a18;b18;L21;a21;b21;L22;a22;b22;L23;a23;b23;L24;a24;b24;L25;a25;b25;L26;a26;b26;L27;a27;b27;L28;a28;b28;L31;a31;b31;L32;a32;b32;L33;a33;b33;L34;a34;b34;L35;a35;b35;L36;a36;b36;L37;a37;b37;L38;a38;b38;L41;a41;b41;L42;a42;b42;L43;a43;b43;L44;a44;b44;L45;a45;b45;L46;a46;b46;L47;a47;b47;L48;a48;b48;L51;a51;b51;L52;a52;b52;L53;a53;b53;L54;a54;b54;L55;a55;b55;L56;a56;b56;L57;a57;b57;L58;a58;b58;L61;a61;b61;L62;a62;b62;L63;a63;b63;L64;a64;b64;L65;a65;b65;L66;a66;b66;L67;a67;b67;L68;a68;b68;L71;a71;b71;L72;a72;b72;L73;a73;b73;L74;a74;b74;L75;a75;b75;L76;a76;b76;L77;a77;b77;L78;a78;b78;L81;a81;b81;L82;a82;b82;L83;a83;b83;L84;a84;b84;L85;a85;b85;L86;a86;b86;L87;a87;b87;L88;a88;b88
6;5;52,1144;0,1399;2,4937;42,9944;-17,7564;25,1463;52,9753;0,1264;2,377;47,1228;-3,607;-26,019;53,8942;8,2678;-29,227;52,1233;0,0804;2,5415;68,7071;-37,281;2,0448;52,0681;0,0855;2,589;94,0348;0,5769;0,7275;52,8689;47,8049;20,0463;71,8906;13,3449;12,3032;34,7627;13,5006;23,2662;62,8065;16,9361;14,1915;57,6979;11,2387;23,9431;83,8606;2,5918;85,7791;72,9976;19,9761;72,5243;82,3038;0,3087;1,0732;64,3118;13,7013;15,5355;68,4418;9,4426;12,7559;34,6497;15,992;30,3677;65,9347;8,9239;19,1697;60,4598;16,2551;22,3813;57,9662;16,7685;21,3913;42,0902;54,3025;35,0834;66,0782;0,092;1,7948;42,9868;19,1554;22,0218;38,1637;14,0833;23,5352;51,8688;0,0807;2,7302;51,8725;0,0852;2,5317;65,4914;13,525;14,6198;72,3202;9,2772;14,3336;51,3068;47,3347;-18,7939;51,7682;0,0896;2,6247;72,5685;9,828;10,7371;52,11;0,0982;2,5335;52,0939;0,0914;2,5191;51,2854;0,096;2,5879;52,5429;0,0275;2,5301;44,0249;15,3787;23,4918;51,7864;0,0678;2,5054;39,9037;0,3393;2,4997;67,7983;14,9366;11,6575;74,0741;8,615;15,2876;70,3248;12,5512;10,3074;53,2824;12,0335;22,2923;48,0014;20,1141;22,9073;65,6519;12,9075;16,1161;55,0506;-42,1117;32,0187;19,6238;0,5313;0,9937;65,8693;17,929;12,6327;57,5507;17,0003;16,6547;70,0581;13,464;8,9212;37,224;15,9901;18,4856;33,1656;13,6699;15,2574;29,4785;11,9016;12,6423;71,1794;-27,6994;54,9847;51,3503;0,1152;1,9278;63,3231;38,6078;60,7084;50,9453;0,1688;2,0745;51,2109;-31,2654;-30,6053;26,2736;26,173;-29,7623;51,4004;0,1347;1,8813;30,4229;11,5179;-47,3967;51,0428;0,1493;1,9953
6;5;51,8676;0,1297;2,7045;43,1805;-17,1725;25,9312;52,1428;0,1197;2,5477;47,7441;-2,6924;-24,9216;54,2567;9,143;-28,3056;51,7879;0,0872;2,6542;69,6953;-35,6023;2,4949;52,151;0,0422;2,5735;93,7452;0,5982;0,7612;52,9239;46,934;19,827;71,6654;13,4657;12,4626;34,7369;13,3639;23,64;62,7899;17,0795;14,0752;56,8628;11,1417;23,6792;83,5589;2,9192;86,3237;72,1063;21,4282;72,0059;81,1147;0,2998;1,2646;63,8098;13,763;15,7947;68,274;9,6473;12,8855;34,7189;15,8875;30,136;64,754;8,861;19,2434;59,8485;16,2922;22,5063;57,5923;16,839;21,3593;42,1411;54,2813;35,4943;65,9185;0,1405;1,7967;42,4183;18,7553;21,7676;38,342;14,0666;23,1891;51,8603;0,1336;2,5387;51,7613;0,0816;2,6757;64,5307;13,7518;14,9465;72,2365;9,3623;14,3758;51,3852;47,8647;-18,4879;51,2806;0,1498;2,565;72,3313;9,9137;10,7688;52,0787;0,0072;2,6397;51,6655;0,1288;2,6846;52,3362;0,0918;2,5376;51,538;0,1432;2,6582;43,4967;15,1883;23,3418;51,6687;0,141;2,5911;39,6936;0,4706;2,3131;68,047;14,8563;11,5821;73,8827;8,6667;15,577;70,0092;12,6389;10,4659;53,0764;12,0239;22,2338;47,3207;19,7709;22,9086;65,4706;13,034;16,2867;54,9943;-40,2126;33,0607;19,559;0,4287;0,642;65,2358;18,2891;12,7234;56,9703;17,2101;16,5385;70,1856;13,5288;8,9408;36,5099;15,7433;18,3804;32,5597;13,3759;14,9291;28,8146;11,6405;12,6307;70,9212;-27,2261;55,0445;50,4033;0,1559;2,138;63,0021;38,3753;61,5527;51,1246;0,1511;1,9751;51,8614;-30,6739;-29,6201;26,5775;26,7891;-28,5064;50,8618;0,1683;2,0616;30,8184;12,2821;-47,0503;50,4243;0,1649;1,9659
7;5;52,2837;0,1394;2,5269;42,1373;-17,5522;24,9484;52,1843;0,1068;2,5314;46,5823;-3,6126;-26,7454;51,554;8,2876;-29,522;51,3117;0,1292;2,6466;68,4615;-37,0909;1,2008;50,3238;0,2254;2,7841;94,5166;0,6174;0,5069;52,3246;48,589;19,5477;71,5834;13,5504;12,4349;34,917;13,3222;23,6308;61,5248;16,9333;14,1846;57,5829;11,3249;23,5941;83,69;3,1054;87,5037;70,8749;21,1322;72,2874;82,6478;0,3954;0,889;64,0568;13,8098;15,5638;68,4659;9,7896;12,804;35,2338;15,6707;30,9178;65,5361;9,1815;18,9018;60,4116;16,2306;22,2898;57,5969;16,9544;21,2706;42,0613;55,0436;35,721;67,1886;0,1087;1,6997;42,7518;18,7319;21,2954;38,8998;13,7819;22,8211;52,43;0,1295;2,5152;52,0475;0,1572;2,6219;65,742;13,5344;14,7902;72,3046;9,6385;14,344;51,1087;48,1615;-19,0434;51,8214;0,1108;2,6736;72,7025;9,8329;10,8056;52,2224;0,0988;2,5223;52,1013;0,0854;2,5718;51,0784;0,2829;2,7974;52,2578;0,0376;2,5899;44,0847;15,2584;23,6969;51,1649;0,1832;2,64;39,9402;0,3601;2,6537;67,8331;14,7223;12,3485;73,7904;8,8497;15,9935;69,7273;12,7731;11,1341;52,5479;12,3319;22,3468;47,8176;19,9536;23,3561;65,2088;13,1863;16,7586;53,802;-41,2672;33,0943;19,9984;0,5696;1,0956;65,4822;17,6448;13,5264;57,9393;16,7761;17,2758;70,0273;13,493;10,0442;37,2817;15,9379;18,8532;32,5836;13,5747;15,1071;29,2638;11,6662;13,145;71,1622;-27,2242;56,2772;52,1724;0,0574;2,5273;63,3288;37,8167;62,6486;51,5441;0,0352;2,5393;51,2101;-31,2526;-29,1946;26,028;25,801;-28,7222;51,7157;0,0657;2,6236;30,361;12,1491;-46,5928;51,7246;0,0867;2,3143
7;5;51,3367;0,1365;2,6309;41,5867;-17,7356;23,431;51,043;0,0956;2,689;46,0781;-3,463;-26,6411;52,1167;8,795;-30,4012;50,5795;0,0867;2,7195;68,1611;-37,7964;0,2128;50,8129;0,1319;2,5645;94,9102;0,5449;0,5807;52,4906;48,417;18,534;72,0199;13,7507;12,1638;34,7362;13,6631;22,475;63,9266;16,7422;13,5515;57,8105;10,9489;23,0901;83,9608;3,2745;85,7557;72,4538;21,21;72,2409;82,2746;0,326;0,8948;65,2585;13,4297;15,1653;69,3867;9,5512;12,6286;34,8441;16,2169;29,3788;66,2458;8,7286;18,76;61,2828;16,089;21,7996;58,7494;16,6992;20,4241;42,4733;55,3931;34,7107;66,8921;0,0654;1,9536;42,8004;18,8608;20,7086;39,6118;14,0848;22,8696;51,904;0,153;2,6452;51,1561;0,1537;2,8156;66,657;13,3363;14,5169;72,8866;9,3051;14,3402;51,3944;48,2626;-19,031;51,7736;0,0826;2,8197;72,9592;9,7323;10,7477;52,1818;0,0663;2,7208;52,2749;0,1254;2,6392;51,5153;0,1247;2,7614;51,4937;0,1419;2,7383;44,0194;15,4884;22,6291;51,4227;0,1684;2,8059;39,1929;0,3652;2,5707;68,5736;14,8683;11,8983;74,5272;8,6019;16,0818;70,629;12,6798;10,8026;53,4969;11,9227;22,2764;47,3109;20,3503;22,1168;66,7607;12,6698;16,4944;54,234;-41,3622;30,6893;20,6463;0,7486;1,0027;66,1616;18,071;13,0681;58,2355;16,945;17,0246;70,4705;13,5846;9,6713;36,947;15,8752;18,0216;32,7266;14,0074;14,6827;29,686;11,6643;12,7672;70,8745;-27,3386;54,3247;51,8564;0,1298;2,714;62,7695;39,3608;60,0618;51,4107;0,1471;2,7583;51,5393;-30,8195;-28,9327;26,1084;26,2619;-28,1792;51,2771;0,1307;2,687;30,8141;12,2132;-46,6008;51,7218;0,0531;2,7529
7;5;52,2681;0,1078;2,4701;42,015;-17,9357;25,1439;51,9598;0,091;2,4653;45,4908;-4,0359;-26,0491;53,1876;8,0369;-30,3123;51,5302;0,1558;2,561;68,8153;-37,4335;0,6416;52,2537;0,1252;2,3784;94,4022;0,6083;0,5532;52,4778;48,5259;19,0538;71,435;13,92;12,4022;35,3367;13,5308;23,4925;63,3141;17,0843;13,9006;56,9319;11,2108;23,1965;83,8128;3,1598;87,552;72,3175;21,3193;73,1964;82,1721;0,3496;0,9431;64,5409;13,6804;15,4548;68,4061;9,5406;12,7061;34,7955;15,72;30,2885;65,6615;9,0266;18,9532;60,0947;16,5279;22,1416;57,7073;17,1744;21,0019;41,8331;55,11;35,045;66,9054;0,131;1,6186;43,2386;18,7337;21,5732;38,9387;13,9727;23,5629;52,8591;0,1231;2,3591;52,4797;0,1082;2,3703;65,7544;13,4864;14,6619;72,6392;9,4686;14,2092;51,4513;47,5223;-19,2056;52,2308;0,0666;2,4581;72,7838;9,8796;10,848;52,059;0,1146;2,4709;51,3893;0,1477;2,6666;52,1601;0,1078;2,5431;51,9324;0,1474;2,5863;44,003;15,5456;23,2329;51,9995;0,1561;2,6178;39,6444;0,3621;2,5093;67,9028;15,1277;12,1294;73,8031;8,8049;16,0319;69,1892;12,8;11,096;53,5244;12,2593;22,4175;47,4439;20,0451;23,2537;65,6534;13,0541;16,7241;54,9975;-42,2244;32,5192;19,0388;0,6654;1,0232;65,8814;18,2686;13,2052;57,2062;17,2828;17,1876;69,9623;13,7321;9,8891;37,364;15,995;18,8959;32,1956;13,5412;15,3537;29,5024;11,7705;13,2348;70,7434;-28,0322;55,6416;52,14;0,0465;2,3886;63,418;38,7908;62,3496;52,0797;0,0798;2,4904;51,0451;-31,7171;-29,4114;26,4429;25,6744;-29,1786;52,0529;0,1224;2,421;30,5402;11,6072;-46,969;51,351;0,1073;2,2543
7;5;51,9675;0,1017;2,4469;42,1305;-17,6599;24,1013;51,6699;0,1066;2,3031;46,8429;-3,7189;-27,0628;53,1811;8,5188;-30,297;51,4275;0,1594;2,2921;68,4612;-36,9201;0,7092;52,4537;0,1433;1,9873;94,4442;0,5894;0,3427;52,672;48,8528;18,8381;71,4286;13,5629;12,6472;34,6918;13,7582;22,8583;63,0317;16,9583;14,1776;56,0945;11,6736;23,4245;83,7301;2,9316;86,6844;72,4919;20,9971;73,0752;82,1951;0,3463;0,7692;64,1349;13,8484;15,6093;68,3613;9,6601;12,792;34,5859;15,9502;29,6902;65,7973;9,0811;19,1384;58,78;16,3856;22,4369;57,1954;17,0631;21,4125;42,1694;54,6793;34,6945;67,6775;0,1187;1,5368;42,6363;19,0501;21,7538;38,9846;14,1131;23,2591;50,8542;0,1396;2,585;51,5547;0,0424;2,53;65,2145;13,666;14,8422;72,0325;9,4785;14,8561;51,7665;47,9605;-18,8652;51,8175;0,114;2,4075;72,5063;9,9354;10,8451;52,2345;0,0695;2,4053;52,206;0,0949;2,423;51,6918;0,0797;2,5308;51,3669;0,1332;2,3672;43,9189;15,2955;23,6636;51,897;0,0044;2,4167;38,5195;0,488;2,5613;67,5391;14,9849;12,4175;73,6539;8,8007;16,0114;70,1553;12,7526;11,0581;53,2422;12,6541;22,7152;46,8993;20,1824;23,3439;65,1569;13,2085;16,8324;54,8976;-42,6304;32,511;18,8837;0,6801;0,7797;65,5223;17,8458;13,657;57,4649;17,0345;17,421;69,9743;13,5866;10,0835;36,8712;16,0465;18,7278;31,7742;13,5627;15,1155;28,681;11,7202;12,7292;71,3456;-27,4943;55,5214;51,5394;0,1008;2,4927;62,9774;39,0393;61,489;50,7316;0,0728;2,6172;50,8348;-31,5901;-29,1897;26,0087;26,1767;-29,0519;50,8557;0,1485;2,6238;30,694;10,6521;-47,0785;50,465;-0,0027;2,7935
7;5;52,2286;0,0778;2,3835;42,6722;-17,0787;25,2356;52,5;0,0794;2,3022;47,0909;-2,9187;-25,6764;54,1479;8,8631;-29,0932;51,3438;0,0789;2,4735;69,4144;-36,1959;1,3378;51,8803;0,0731;2,4535;94,4452;0,5376;0,6881;52,5683;47,3396;19,4755;71,6846;13,7605;12,3581;34,6686;13,7598;22,8605;62,9791;17,4352;14,3828;56,3869;11,3343;23,5064;83,854;3,1242;86,5401;72,8717;20,9852;72,7379;81,923;0,3847;0,8127;63,8969;13,948;15,6595;68,7585;9,875;12,8012;35,0667;15,9683;30,4855;65,6696;9,1372;19,303;59,9494;16,6035;22,0548;57,3613;17,2546;20,9141;42,2573;54,8038;34,2582;67,3121;0,0751;1,7005;42,6834;18,7883;21,3789;39,2529;14,0729;23,0648;52,0882;0,0913;2,5125;52,7164;-0,0068;2,4388;65,1822;13,8148;14,9922;72,3684;9,5441;14,3956;52,4795;47,59;-18,4186;52,2171;0,1053;2,4838;72,6781;9,937;10,8165;52,8063;0,1047;2,3019;52,6322;0,1144;2,3392;52,5693;0,0457;2,364;52,5247;0,1266;2,3379;43,9058;15,3525;23,5252;51,9648;0,0939;2,4782;39,676;0,474;2,5223;67,4467;15,2136;12,3478;74,14;8,7475;16,0414;69,8612;12,9892;11,088;52,1946;12,4784;22,624;46,77;19,9474;23,2496;65,1818;13,335;16,9313;55,4837;-40,4134;33,0471;19,7901;0,5748;1,2416;65,2932;18,2381;13,6797;57,0508;17,3787;17,3151;69,8388;13,9157;9,9818;36,8126;16,0407;19,0062;33,0896;13,3166;15,2107;29,2036;11,8826;12,8224;71,7767;-26,9659;55,7171;53,498;0,1154;2,2531;63,6705;37,638;62,2705;53,0773;0,1201;2,3511;51,5537;-30,676;-28,2749;27,1002;26,8649;-28,0788;52,6859;0,063;2,4048;31,1052;11,4211;-46,342;52,5543;0,1221;2,2825
7;5;52,4644;0,1332;2,4121;43,0892;-17,3348;24,128;51,6537;0,1297;2,4143;46,8979;-3,6103;-26,4129;53,206;8,4037;-30,0866;52,3751;0,1359;2,3304;69,0662;-36,4444;0,5203;52,1508;0,1367;2,4692;94,1998;0,6457;0,3214;52,4385;48,3269;18,5197;72,1523;13,6142;11,9313;36,1359;13,4201;23,0565;64,5591;16,6777;13,2154;58,1437;10,8683;22,5942;83,704;2,9904;84,2135;72,6579;20,9168;70,7162;82,4225;0,3989;0,7547;65,7505;13,1749;14,8405;69,1952;9,3456;12,2729;35,8434;16,1153;29,5007;66,5081;8,8649;18,5061;61,6779;16,065;21,544;58,9342;16,5409;20,5315;42,8794;54,9485;33,999;67,5684;0,155;1,5445;44,1831;18,9273;21,0005;40,1454;14,0033;22,6881;53,0995;0,0838;2,4537;52,5691;0,1401;2,5011;66,5095;13,3641;14,273;72,6592;9,3862;14,2463;51,9538;47,6168;-18,8136;52,2711;0,0737;2,4418;73,2536;9,7788;10,4794;53,0449;0,1015;2,3646;53,3054;0,1258;2,4924;53,0328;0,0767;2,3872;52,3826;0,1342;2,4881;44,6806;15,2168;22,494;52,3401;0,0907;2,6255;40,3451;0,2436;2,9922;68,5353;14,8589;11,6312;74,3442;8,5651;15,9782;70,4598;12,797;10,4932;54,4382;11,9456;22,1319;48,6502;19,9184;22,25;66,8476;12,589;15,906;55,2531;-41,208;30,7476;20,8636;0,5997;1,3798;66,4048;17,8818;12,8368;58,6761;16,6956;16,6637;70,2614;13,6461;9,5262;38,0494;15,8786;18,0215;33,4607;13,8932;14,5067;30,0303;11,527;12,6191;71,1054;-27,496;53,7755;51,8278;0,1036;2,5384;63,464;38,3341;60,1392;51,8302;0,0917;2,7055;51,425;-31,0142;-29,3337;27,0123;25,7806;-27,5501;52,2678;0,2076;2,4641;31,0078;11,4997;-46,0611;52,1629;0,0811;2,5902
7;5;52,3424;0,0586;2,6922;42,4052;-17,2129;24,2371;51,2436;0,1335;2,6151;46,9537;-3,2163;-26,1431;52,5984;8,8885;-28,788;52,0566;0,1699;2,498;69,0521;-36,628;1,0291;52,4458;0,1264;2,5186;94,4231;0,5946;0,4149;52,9003;48,4238;19,2801;71,7296;13,6874;12,1054;35,4211;13,7822;22,7628;63,9014;17,1022;13,7738;57,8208;11,2721;23,0036;83,7255;3,2782;84,3436;72,9026;20,7368;71,2673;82,5504;0,3659;1,0206;64,6313;13,5829;15,3028;68,6623;9,7036;12,6586;34,7815;16,3278;28,1333;66,3962;8,9408;18,8662;60,7807;16,3658;21,618;58,2506;16,9046;20,6377;42,7743;54,862;33,796;67,5372;0,0783;1,7582;43,2025;19,1398;21,0569;38,8699;14,2656;22,5049;52,1057;0,1359;2,7182;50,8984;0,3696;2,9685;66,1911;13,5874;14,5283;72,6401;9,4926;14,3005;52,1369;47,7442;-18,8478;52,0514;0,1632;2,5314;72,9132;9,8567;10,7207;52,4524;0,0563;2,7205;52,2623;0,1806;2,5674;50,7131;0,293;2,9241;51,9409;0,1777;2,4947;44,1447;15,4788;22,6716;52,4953;0,1817;2,6455;40,1397;0,451;2,6938;67,9564;15,0326;12,0985;73,74;8,7403;15,893;70,1694;12,9587;10,8977;54,3162;12,4436;22,6311;48,1814;20,4049;22,6557;66,0964;12,8692;16,3974;55,7548;-41,7471;32,0655;20,1944;0,6072;0,8817;65,874;18,0419;13,0283;58,0264;16,9855;16,924;69,9936;13,7699;9,8015;37,6002;16,1744;18,4696;33,0726;13,6791;14,2547;29,5139;11,7752;12,5119;71,6584;-27,2309;54,3787;52,4656;0,1145;2,4584;63,3742;38,451;60,3361;51,8601;0,0484;2,7948;51,361;-31,0761;-28,9073;26,5608;25,4163;-27,534;51,9027;0,0969;2,4881;31,0298;11,0679;-46,7433;51,5707;0,1898;2,4603
7;5;51,895;0,1463;2,5727;42,051;-17,6502;24,7436;51,084;0,1351;2,6668;47,1986;-3,9094;-26,5229;53,2856;7,961;-29,9874;50,9393;0,0951;2,6266;68,8685;-37,1816;0,9213;52,4378;0,0879;2,5014;94,5278;0,5441;0,6148;52,6106;47,6627;18,9755;71,6753;13,6732;11,9958;35,1329;13,6874;23,1299;63,2976;17,1046;13,8629;57,6111;11,126;23,0376;83,424;3,0796;85,244;72,2987;21,2382;71,7035;81,9752;0,3109;1,0026;64,7289;13,6067;15,3517;68,7124;9,6188;12,4944;35,0455;16,1875;29,6684;65,9186;9,0669;18,5998;60,6557;16,3466;21,7721;57,5065;16,9074;20,8545;42,3921;54,6884;34,3439;68,2845;0,0858;1,81;43,4987;19,1062;21,8038;39,2283;14,2324;23,4436;53,0596;0,0903;2,7214;51,9878;0,1584;2,7313;65,7733;13,5384;14,686;72,3361;9,5005;14,525;52,626;47,4641;-18,7309;51,9308;0,1015;2,7216;72,5389;9,8855;10,9016;52,2465;0,098;2,7236;52,8117;0,1326;2,6323;52,4405;0,0933;2,6508;51,7663;0,0729;2,6612;44,0299;15,5549;22,8009;52,5671;0,0962;2,7115;39,485;0,4563;2,7874;67,9459;15,1386;12,1509;73,8981;8,768;15,8544;70,0871;12,868;10,9233;53,3855;12,2679;22,1726;47,4447;20,1207;22,3737;65,5942;12,9852;16,5761;55,1438;-42,0178;32,4314;20,436;0,7302;0,9325;65,7977;17,8975;13,2199;57,8684;16,7982;17,1551;70,1859;13,6593;9,7687;37,0595;16,1861;18,401;32,6898;13,2954;14,8554;29,1812;11,6037;12,5206;71,3483;-27,2579;54,7292;52,6274;0,0875;2,6877;63,405;38,199;61,6276;52,0091;0,1539;2,7038;51,1346;-31,5758;-28,9633;26,6406;25,3963;-28,278;51,5142;0,0255;2,7128;31,0217;10,8636;-46,8093;51,391;0,1643;2,8614
7;5;50,6713;0,1127;2,5884;41,204;-17,6225;24,9981;50,4821;0,0888;2,5459;45,2521;-2,6193;-26,3907;52,3085;10,0119;-30,0542;50,6013;0,1026;2,5239;68,8369;-37,716;1,7441;50,3778;0,1512;2,5814;94,587;0,5884;0,708;51,2197;49,6142;18,7735;71,5498;13,9616;12,1014;34,1843;13,6703;22,6253;62,9071;17,3954;13,8072;56,8282;11,2304;23,3245;83,6675;3,735;88,1936;71,6436;22,8616;73,2083;81,1742;0,2835;0,997;64,3519;13,7254;15,641;68,5982;9,6492;12,799;33,4489;16,4696;28,7976;65,3844;8,852;19,0981;60,2804;16,634;22,1449;57,3909;17,3089;20,969;41,5132;56,0691;35,2479;66,0285;0,0395;1,8867;41,7905;19,094;20,5157;38,4602;14,0499;22,5451;50,6821;0,161;2,4759;51,0614;0,042;2,6704;65,4127;13,7899;14,7448;72,6247;9,4098;14,4562;50,2578;49,8282;-18,9342;50,8577;0,0499;2,6752;72,5273;9,9304;10,8682;50,4843;0,228;2,5842;50,5866;0,1709;2,6448;50,4328;0,1081;2,6722;50,7644;0,1791;2,6315;42,6168;15,5116;22,4881;51,1631;0,1277;2,4607;38,1255;0,5041;2,4612;67,5314;15,3019;12,1735;73,7628;8,8236;16,305;70,0799;12,9488;10,9484;52,676;12,0033;22,4197;46,5285;20,476;22,5663;65,8542;12,9787;16,7516;53,7622;-42,0213;32,9388;18,5788;0,7289;0,8289;65,2072;18,6073;13,2408;56,9843;17,3749;17,0729;70,0817;13,8896;9,7639;36,0141;16,3134;18,0367;31,3226;14,1452;14,3274;28,4909;11,7507;12,1386;70,5553;-27,7372;56,1556;49,9447;0,1275;2,7613;62,3639;40,4125;61,7542;50,3683;0,0833;2,6736;50,8198;-31,8458;-29,6164;25,0675;26,248;-27,5143;50,2252;0,1183;2,5981;29,6148;11,6828;-46,7933;49,8764;0,1518;2,1816
7;5;52,3894;0,0756;2,5051;42,4495;-17,3987;25,0542;51,6475;0,112;2,4706;46,5437;-2,5782;-26,297;52,7391;9,6377;-30,2888;51,5419;0,1381;2,5114;68,7735;-36,8784;2,1117;51,8818;0,0717;2,5765;94,1777;0,5991;0,5771;52,433;49,2451;19,102;71,573;13,8067;12,2691;35,2547;13,9616;23,6103;62,9054;17,1332;14,0413;57,3598;11,5575;23,4737;83,939;3,0512;85,8252;72,2333;21,6718;71,3384;82,2523;0,3441;0,9705;63,924;13,8579;15,684;68,3419;9,9;12,9883;35,3615;16,5076;30,8836;65,9039;9,2191;19,1482;59,9972;16,5416;22,3728;57,6902;17,1465;21,141;42,0265;55,23;34,1365;67,6888;0,1148;1,6611;43,3274;19,4011;21,3939;38,9428;14,3744;22,8961;52,5004;0,183;2,5352;52,6706;0,1327;2,5635;65,1787;13,8322;14,8869;72,4608;9,5428;14,1313;51,48;49,4112;-18,4061;52,3416;-0,0018;2,5798;72,4822;10,0535;11,0104;51,6621;0,1243;2,6834;52,0114;0,1758;2,6381;52,4754;0,0667;2,5469;51,9019;0,1131;2,6986;43,6783;15,668;22,9411;52,0316;0,1695;2,6184;39,7089;0,4255;2,5791;67,594;15,1548;12,3436;73,5336;8,9296;16,2503;70,0976;12,7161;11,0573;53,9914;12,4225;22,7622;47,7701;20,3954;23,2488;65,038;13,2552;16,8302;55,4786;-41,671;33,0412;19,6301;0,5064;0,9222;65,1755;18,2662;13,5847;57,1785;17,3988;17,1294;69,6265;13,8864;10,0824;36,316;16,3725;18,2197;32,3464;14,1205;14,7175;28,9877;11,8407;12,4487;71,3087;-27,3047;55,2872;50,7687;0,0243;2,6889;62,8289;39,4987;60,6894;50,5947;0,0681;2,8295;50,7405;-31,4315;-28,7485;26,2383;26,3432;-28,3732;50,9776;0,0801;2,5015;30,4068;11,1289;-46,7998;50,841;0,2121;2,1776
7;5;49,7648;0,1724;2,92;40,8887;-16,9774;24,3123;49,3774;0,1934;2,8178;45,7187;-3,3138;-25,609;52,8622;8,4961;-29,8078;49,4757;0,2251;2,7427;69,0578;-37,2277;2,1231;49,9105;0,158;2,8167;94,5995;0,601;0,4482;52,3558;47,4678;19,5118;70,9621;13,9038;12,5099;33,8467;13,3682;22,054;62,6011;17,4395;14,121;56,2935;11,2028;23,5241;83,5193;3,2027;86,4947;72,3829;21,2612;73,0049;80,4646;0,3709;1,2226;63,8855;13,9674;15,6725;67,6036;10,0279;13,1375;33,8032;15,4408;28,2558;64,989;9,0222;19,023;60,0996;16,5598;22,2349;56,7347;17,0959;20,8639;42,0163;54,2918;33,8823;65,5643;0,0892;2,0381;41,4564;18,8031;21,3484;37,7034;14,1201;22,591;50,1536;0,1615;2,9117;50,1735;0,1254;2,974;64,6485;14,0323;15,0926;71,8615;9,7031;14,6055;51,393;48,4781;-19,3206;49,858;0,136;3,0051;71,9823;10,1479;11,0944;50,1146;0,0922;2,9314;50,1037;0,1047;3,0476;50,5515;0,2051;2,8475;50,3494;0,1707;2,847;42,8749;15,286;22,9541;50,2557;0,1501;2,8674;37,4319;0,5826;2,7925;67,3588;15,3446;12,4276;72,5808;9,0699;16,4707;69,5973;12,9897;11,1889;52,7424;12,3895;22,3432;46,4148;20,1241;22,9906;63,8421;13,4742;17,0578;54,3052;-41,3596;32,4515;19,1234;0,5616;0,7453;65,2111;18,1971;13,6395;56,1767;17,1411;17,4326;69,6081;13,9297;10,0534;36,1094;15,7606;18,2865;32,2803;13,1141;14,8751;27,9881;11,4514;12,6184;71,3714;-27,3658;55,8578;50,06;0,0653;2,8979;63,5401;38,6188;61,5836;49,3646;0,2604;2,9748;50,8687;-31,2002;-28,7232;26,1858;26,1049;-28,1351;49,6835;0,1211;2,957;30,9473;11,6396;-46,5801;49,5773;0,1865;2,8839
7;5;51,0497;0,111;2,5557;42,0642;-17,6554;24,3297;51,644;0,0998;2,4288;47,1927;-3,5673;-27,0568;52,2723;8,5908;-29,7581;51,5875;0,1557;2,5365;68,6159;-37,551;1,4496;51,9476;0,151;2,3144;94,3136;0,5808;0,4114;52,3825;49,1336;19,0365;71,6204;13,7576;12,3046;34,2167;13,8711;22,6648;63,0113;17,0717;13,8244;57,3872;11,2403;23,4461;83,7891;2,9023;86,0394;72,4162;21,0687;72,0187;81,7718;0,3616;0,7541;64,8436;13,6796;15,2906;68,5624;9,7183;12,6454;34,3857;16,4476;29,4008;65,8692;9,0085;18,8377;60,7275;16,3563;22,0737;57,858;16,9773;21,0208;41,986;54,9644;34,7849;66,3806;0,0856;1,85;42,7185;18,8986;21,3484;38,7387;14,2655;23,1005;51,6955;0,1108;2,6213;50,5943;0,2423;2,9197;65,7433;13,6814;14,6932;72,4904;9,5251;14,1168;51,6762;47,7447;-19,2566;51,4178;0,1946;2,6061;72,7944;9,9073;10,8055;52,1498;0,1334;2,5684;51,8842;0,1642;2,4331;50,7081;0,3038;2,8165;51,3604;0,1812;2,5739;43,6742;15,6071;23,3184;51,6796;0,1527;2,5074;38,9977;0,4412;2,4432;68,1422;15,0423;12,0695;73,742;8,8125;16,0069;70,218;12,6722;10,8114;53,1371;12,2642;22,2841;48,1071;20,0681;23,2026;65,4656;13,1158;16,5215;54,9873;-42,2944;32,2702;19,5273;0,5862;0,9662;65,9628;17,8123;13,2578;57,82;16,9513;17,1148;70,2449;13,4891;9,8677;36,6218;16,3478;18,5124;32,9916;13,5941;15,5708;29,3897;11,8535;12,4244;71,2153;-27,6674;55,0524;52,2298;0,1606;2,4855;63,424;38,6711;60,9132;51,2124;0,1702;2,6421;50,9652;-31,593;-29,1355;25,5263;25,5849;-27,7241;50,8566;0,0614;2,6628;30,9231;10,8647;-46,7192;51,6;0,1707;2,6297
